Name,project_id,description,emp_id,projectManagerId,startDate,endDate,status,url,Approval
LogicLane Project Tracker,a3c2e56b-eedb-493b-9261-ef085d956777,"['Statistical Analysis', 'Documentation', 'Network Security']",Emp_112,EMP_700,2024-01-12,2024-04-10,active,http://www.sanchez-howe.com/,Approved
FusionSoft Email Client,4f20e6d7-7e75-4d6d-a535-5a3811649a1a,"['Information Security', 'CI/CD', 'Interaction Design']",Emp_112,EMP_549,2023-03-16,2024-05-09,completed,http://potter-campbell.com/,Approved
DataLink Inventory Tracker,b3900583-2e1b-4cea-b817-6729694db432,"['JavaScript', 'Documentation', 'PHP']",Emp_112,EMP_145,2021-12-18,2024-04-17,completed,http://murray.net/,Rejected
InnovaTech,2db858cb-85f9-416c-a298-2c0ceac30621,"['SQL', 'C#', 'Agile Methodologies']",Emp_113,EMP_344,2021-12-15,2024-04-26,completed,https://www.fox-pearson.com/,Approved
DataWave,ae521006-b4af-45bd-a1cc-3e70c05c5181,"['Node.js', 'Docker', 'User Research']",Emp_113,EMP_987,2020-06-02,2024-05-05,active,https://www.hogan.com/,Rejected
AgileTech,92b1f963-2b81-4f02-9082-2fc2e14b530c,"['Wireframing', 'Test-Driven Development', 'Troubleshooting']",Emp_113,EMP_414,2023-12-24,2024-04-26,completed,http://miller.com/,Approved
PixelWorks,7015d70f-c278-4b90-9320-c84f5de8ad03,"['SQL', 'Agile Product Management', 'Statistical Analysis']",Emp_113,EMP_191,2021-11-22,2024-04-21,completed,http://roman-brown.com/,Rejected
InnovateSoft Budget Planner,8f83135c-ea35-42b3-8b0b-0c68a52c2d7b,"['Cybersecurity', 'User Stories', 'Vue.js']",Emp_114,EMP_888,2020-10-28,2024-04-13,completed,https://www.smith.com/,Rejected
TechSpark,5622755f-b165-4b49-80e3-b9cc560b02a4,"['.NET', 'AWS', 'Flask']",Emp_114,EMP_537,2021-09-29,2024-05-06,active,http://www.lopez-carroll.biz/,Rejected
CyberCode Online Store,2f1779f1-dcc6-43fd-a391-fe8c06e7d823,"['Interaction Design', 'Business Analysis', 'Prototyping']",Emp_114,EMP_621,2021-02-16,2024-05-06,completed,https://www.anderson.biz/,Approved
CatalystCommerce,cafabf3f-21a9-42f3-91ad-0ad2ce03b513,"['C#', 'Cybersecurity', 'Python']",Emp_114,EMP_891,2023-01-09,2024-04-20,completed,https://harrington.com/,Rejected
AgileWare,ea10f710-be15-43b1-9910-c648caa9b8aa,"['Leadership', 'PHP', 'DevOps']",Emp_115,EMP_792,2023-12-22,2024-04-12,completed,https://www.wood-poole.info/,Rejected
TechSprint,0faf8348-5a2e-44bb-be8a-ac9af083954c,"['JavaScript', 'PostgreSQL', 'Technical Writing']",Emp_115,EMP_448,2020-12-14,2024-05-03,completed,https://noble-wu.biz/,Rejected
DataLink Inventory Tracker,5d06d7c4-8f7e-407b-9ce2-a406deaa18ef,"['Vue.js', 'PostgreSQL', 'AWS']",Emp_115,EMP_501,2021-09-04,2024-04-16,active,https://www.farley.com/,Approved
PixelWorks,a5876704-1903-4cd1-b61b-a43eff8c0297,"['Behavior-Driven Development', 'Continuous Deployment', 'Flask']",Emp_115,EMP_226,2023-05-06,2024-04-26,active,http://richardson-fowler.net/,Approved
TechNova Backup Solution,f590e189-cb7e-4284-8e49-160f09e0b7c9,"['Penetration Testing', 'Objective-C', 'Flask']",Emp_116,EMP_54,2021-04-10,2024-04-29,active,https://www.little.com/,Approved
AgileTech,24f5e0f1-0925-462f-acef-6ea79309f3a9,"['HTML', 'Ruby', 'Prototyping']",Emp_116,EMP_472,2021-09-13,2024-05-05,active,http://www.rivera.info/,Approved
ByteBoost,7f0dc081-1e24-4f25-be5d-bb866bf943e8,"['Penetration Testing', 'Network Security', 'Technical Writing']",Emp_116,EMP_357,2020-12-30,2024-04-28,active,https://www.edwards.com/,Approved
SwiftWave,2a4c6282-59e5-4102-9dab-9837119cafce,"['PostgreSQL', 'Accessibility', 'Java']",Emp_116,EMP_85,2021-04-01,2024-04-17,active,http://www.hartman.com/,Rejected
TechTrek Data Analyzer,cdb8f7d5-dd45-4375-9cfb-105ca8364104,"['Interaction Design', 'Git', 'Data Analysis']",Emp_117,EMP_73,2021-12-10,2024-04-30,active,http://www.bryant.biz/,Approved
PixelWare,9221e8b9-5d37-4430-89ef-6c31211ac3bc,"['MongoDB', 'Business Analysis', 'Azure']",Emp_117,EMP_283,2024-03-01,2024-04-21,completed,http://www.henderson.net/,Rejected
TechSprint,febcc198-1baf-4723-a85a-e6fabe3831c6,"['CSS', 'Wireframing', 'UI/UX Design']",Emp_117,EMP_159,2022-11-10,2024-04-22,active,https://holden-williams.com/,Rejected
TechNova Backup Solution,dcf0ac7d-b21d-4bb8-ad58-dcd403b78404,"['Responsive Design', 'Swift', 'Agile Product Management']",Emp_117,EMP_453,2020-06-20,2024-04-16,completed,https://warren.com/,Rejected
DataWave,f7d53733-30ef-47be-8b5e-b581507590f6,"['Docker', 'AWS', 'Product Management']",Emp_118,EMP_256,2024-01-10,2024-05-03,active,http://mcgee-moore.com/,Approved
PixelWare,4a686feb-0717-4d26-a0f6-85c869f3f17e,"['Data Analysis', 'Penetration Testing', 'Cryptography']",Emp_118,EMP_414,2023-01-06,2024-05-08,active,http://www.harris-murphy.com/,Rejected
FusionSoft Email Client,5d947113-dd36-4773-bd19-1b6bafd38eaf,"['Penetration Testing', 'Collaboration', 'Prototyping']",Emp_118,EMP_890,2020-08-31,2024-04-22,active,http://padilla.info/,Approved
LogicLane Project Tracker,b315b74e-625f-457c-bae7-bdd28dc1d1a7,"['Objective-C', 'SQL', 'Cryptography']",Emp_118,EMP_580,2020-09-26,2024-05-05,completed,http://www.everett-lee.org/,Approved
DataPulse,4492fb68-7a9a-4521-89ad-aa9be18c9143,"['Continuous Integration', 'Objective-C', 'RESTful API']",Emp_119,EMP_691,2022-11-27,2024-04-26,active,http://phillips.org/,Rejected
VortexVision Virtual Assistant,99d9efd8-324a-4aad-80af-960182bd0192,"['User Stories', 'React', 'Technical Writing']",Emp_119,EMP_864,2021-01-09,2024-04-09,completed,https://stein-wiley.info/,Approved
PixelPulse,025e71a9-2d56-4f96-9604-c4c44ef86b11,"['Data Analysis', 'Requirements Analysis', 'User Stories']",Emp_119,EMP_450,2024-02-15,2024-04-25,active,https://pratt.com/,Approved
CyberTech,98e0ab3c-61be-4979-950b-5cd651533014,"['Network Security', 'Wireframing', 'PHP']",Emp_119,EMP_42,2020-06-28,2024-04-13,active,https://crawford-jennings.com/,Rejected
BlueFinity Evoke,4e823691-5dc9-4d44-8e8d-f9e74379686f,"['Microservices', 'PostgreSQL', 'Flask']",Emp_120,EMP_698,2023-07-11,2024-05-03,completed,http://www.lin.com/,Approved
MetaMind Chatbot Builder,c882be6b-b967-4f7c-8b2a-796c9e9c686d,"['NoSQL', 'MongoDB', 'Kotlin']",Emp_120,EMP_333,2020-01-03,2024-04-11,active,http://www.king-brown.net/,Approved
PixelPulse,dda06061-0c7a-4537-acba-a25f36481aa2,"['NoSQL', 'GraphQL', 'Git']",Emp_120,EMP_403,2020-07-24,2024-05-06,active,http://santiago.org/,Rejected
DataCraft,3626e470-7801-49cb-8638-1135b5f9d2bf,"['Objective-C', 'Microservices', 'Google Cloud Platform']",Emp_120,EMP_514,2022-05-12,2024-04-26,completed,https://www.perkins.org/,Approved
VortexVision Virtual Assistant,08c0ce8a-8ea9-4488-bdbd-e7d1b9f84093,"['Cybersecurity', 'Accessibility', 'Angular']",Emp_121,EMP_568,2021-08-01,2024-04-20,active,http://cunningham.com/,Rejected
QuickTech Remote Support,72058b06-0dee-4522-bcef-6bba84c089ba,"['Artificial Intelligence', 'Ruby', 'RESTful API']",Emp_121,EMP_106,2023-11-08,2024-04-30,active,https://valdez-williams.net/,Rejected
InnovaTech,f4b31b7e-899b-4a8f-ab2f-624095055cfa,"['PHP', 'Microservices', 'CI/CD']",Emp_121,EMP_554,2020-03-05,2024-05-06,active,https://ward-burton.com/,Approved
EchoTech Task Manager,1bd02d6a-8f15-4142-bb06-bf0ba6e5f744,"['SQL', 'Agile Methodologies', 'JavaScript']",Emp_121,EMP_640,2022-06-13,2024-04-16,completed,https://www.miller.info/,Approved
DataCraft,82b656f4-82e9-405d-93a4-11c7deaf02ba,"['Problem Solving', 'SQL', 'C#']",Emp_122,EMP_7,2021-04-17,2024-04-14,completed,https://www.brown-hamilton.com/,Approved
MetaMind Chatbot Builder,6c4dedf4-d62a-448c-bbde-bce1cd735cd2,"['CSS', 'Prototyping', 'Azure']",Emp_122,EMP_695,2023-12-31,2024-04-10,completed,https://harrell.biz/,Approved
EchoTech Task Manager,5463b452-369d-450b-8dc8-957092df090f,"['Communication', 'Kubernetes', 'RESTful API']",Emp_122,EMP_881,2022-01-09,2024-04-26,completed,http://wolfe-white.net/,Rejected
DataSync,f8637700-3635-4fe3-947f-679fcd2567b4,"['Network Security', 'Behavior-Driven Development', 'Requirements Analysis']",Emp_122,EMP_467,2020-02-25,2024-04-30,active,http://moore.info/,Approved
MetaMind Chatbot Builder,bb4c78d8-bf7d-42a4-8959-2d165f71c4fb,"['Wireframing', 'Kubernetes', 'Accessibility']",Emp_123,EMP_605,2020-01-12,2024-04-22,active,https://moore.com/,Approved
DataCraft,853708c9-11a2-49d7-b879-900ff2f937a6,"['.NET', 'Penetration Testing', 'Troubleshooting']",Emp_123,EMP_287,2023-03-08,2024-05-08,active,https://www.gonzalez-lynch.com/,Rejected
VortexVision Virtual Assistant,67c81aa9-cc11-4566-b1c0-c02c80ded0a0,"['Angular', 'Java', 'Penetration Testing']",Emp_123,EMP_76,2021-07-12,2024-04-22,completed,https://www.bennett.com/,Approved
DataSync,caa29d94-c6b3-4c8b-bea6-e6c731d28c5d,"['Ruby', 'Flask', 'C#']",Emp_123,EMP_664,2021-03-23,2024-05-07,completed,http://www.lewis.info/,Approved
PixelWorks,9227ccd0-f119-416a-80ac-4cd50e196a3d,"['User Stories', 'Wireframing', 'Vue.js']",Emp_124,EMP_221,2023-03-25,2024-04-18,completed,http://benton.biz/,Approved
TechTrek Data Analyzer,6893d3ea-4f0b-402c-b8a7-e7aaf866d1f0,"['Kubernetes', 'Agile Product Management', 'Angular']",Emp_124,EMP_942,2021-10-14,2024-04-21,completed,https://ortega-underwood.com/,Approved
SwiftShift Time Tracker,68b5d174-5d60-4157-ac29-41f24e485ef7,"['Agile Product Management', 'Business Analysis', 'Artificial Intelligence']",Emp_124,EMP_445,2022-04-01,2024-04-15,active,https://www.patton.com/,Approved
ByteBoost,c3defbae-056b-4ccb-ba5f-74fc1bc9ddbd,"['Ruby', 'Angular', 'Test-Driven Development']",Emp_124,EMP_679,2023-06-06,2024-04-16,completed,https://gray-johnson.com/,Rejected
VortexVision Virtual Assistant,dba1d90d-2395-4a44-9682-fd005f184cae,"['Troubleshooting', 'Node.js', 'Vue.js']",Emp_125,EMP_402,2023-12-26,2024-04-20,completed,http://lee.info/,Rejected
TechNova Backup Solution,8fa19319-f2b0-42d6-a222-49baa08e29de,"['Wireframing', 'Continuous Deployment', 'Documentation']",Emp_125,EMP_882,2020-05-11,2024-05-03,completed,http://rivera-jones.org/,Rejected
EchoTech Task Manager,f2d7dba3-dcd2-4c84-a246-e39b9237d371,"['AWS', 'Support', 'Wireframing']",Emp_125,EMP_285,2023-07-15,2024-05-09,completed,http://www.obrien-wade.com/,Rejected
AgileTech,149d572d-1feb-415c-941f-6509ac2cb3bd,"['Interaction Design', 'CSS', 'Business Analysis']",Emp_125,EMP_385,2023-06-06,2024-04-13,completed,https://www.carroll-briggs.com/,Rejected
PixelPlex Crypto Trader,73740c14-1991-430d-a398-fa61e1fe5617,"['PHP', 'MongoDB', 'Git']",Emp_126,EMP_826,2022-07-05,2024-05-05,active,http://stout.info/,Rejected
PixelPulse,287e67d4-35a7-401a-8884-0c3a72611063,"['Git', 'Google Cloud Platform', 'Prototyping']",Emp_126,EMP_803,2022-02-18,2024-04-28,completed,https://mcconnell.net/,Approved
DataBridge,c3823e3a-b9e8-4375-b5d7-e80a60f91c35,"['Continuous Integration', 'User Research', 'Node.js']",Emp_126,EMP_532,2020-09-17,2024-04-20,completed,http://zuniga-tanner.com/,Rejected
CatalystCommerce,1aa07a25-163b-4462-8402-5ecc40b1af53,"['User Stories', 'Prototyping', 'User Research']",Emp_126,EMP_710,2022-08-08,2024-04-16,completed,https://www.howell.com/,Rejected
PixelPulse,194f373d-a581-49c9-bfa1-30428e09be32,"['.NET', 'SQL', 'MongoDB']",Emp_127,EMP_750,2020-03-06,2024-04-25,active,http://peterson-phelps.info/,Approved
AgileTech,7b79c962-0f4a-41c1-995d-a838b45aa4e1,"['Product Management', 'Support', 'Cybersecurity']",Emp_127,EMP_711,2023-11-22,2024-04-13,completed,https://www.kent.info/,Rejected
ByteForge,36997a49-a94b-4a6c-9cba-c348cca8b434,"['User Stories', 'Wireframing', 'Python']",Emp_127,EMP_870,2021-08-09,2024-05-03,active,http://www.shepherd.com/,Rejected
CyberCode Online Store,cfa4002b-2e1e-477d-bb0a-3192da9cec3a,"['Scrum', 'Ruby', 'Information Security']",Emp_127,EMP_935,2020-02-12,2024-05-01,active,http://www.patel.net/,Approved
PixelWare,31deb565-51d3-4ccf-a8c6-0d682643557a,"['Google Cloud Platform', 'Data Visualization', 'Continuous Integration']",Emp_128,EMP_3,2022-11-19,2024-04-30,completed,https://wilson.com/,Approved
DataWave,bcdc8669-af83-4eb3-95b7-55dcd3ba9b19,"['Flask', 'Agile Methodologies', 'UI/UX Design']",Emp_128,EMP_310,2021-03-31,2024-04-18,completed,http://thomas.net/,Rejected
AgileWare,15ae8659-2403-4118-bae6-424e7d31d4f8,"['Requirements Analysis', 'C#', 'Prototyping']",Emp_128,EMP_370,2023-12-02,2024-04-10,completed,https://www.butler.com/,Approved
CodeCraft,c56fd23b-5372-440a-8aba-c363fdfc1228,"['MySQL', 'Flask', 'Docker']",Emp_128,EMP_886,2022-10-04,2024-05-09,active,http://www.peterson.net/,Rejected
PixelPulse,532fea46-2cb9-48c3-af50-601d52f60bb6,"['Penetration Testing', '.NET', 'Continuous Deployment']",Emp_129,EMP_344,2022-08-12,2024-05-09,completed,http://henderson-briggs.biz/,Approved
DataCraft,e3bdf829-26fb-4331-8291-335978347e38,"['Java', 'React', 'SQL']",Emp_129,EMP_2,2023-09-23,2024-04-13,active,http://simmons.com/,Rejected
EchoTech Task Manager,23fe7f76-0399-4dde-9079-acce4125577e,"['Product Management', 'MongoDB', 'Google Cloud Platform']",Emp_129,EMP_966,2023-07-09,2024-05-08,active,https://www.miller.com/,Rejected
TechSpark,0e073a30-f571-450b-b25e-0fd89026c574,"['Containerization', 'Product Management', '.NET']",Emp_129,EMP_152,2023-03-13,2024-05-08,active,https://www.hartman.com/,Approved
PixelPlex Crypto Trader,b2f354d3-07b5-41ba-893e-904acc756bad,"['Network Security', 'MySQL', 'Agile Product Management']",Emp_130,EMP_204,2021-10-28,2024-04-13,active,http://schaefer-barber.org/,Approved
AgileTech,86722f96-24ba-4466-931f-0e2ad9ad6d15,"['Azure', 'Data Visualization', 'Business Analysis']",Emp_130,EMP_767,2021-06-14,2024-04-11,active,http://www.sims-cooper.com/,Rejected
InnovaTech,6b3cb288-f328-4cd8-a84d-2f74448f80f7,"['Behavior-Driven Development', 'Ruby', 'DevOps']",Emp_130,EMP_357,2023-01-09,2024-04-23,active,http://www.villegas.biz/,Rejected
InnovatePro,22ad29a4-a401-408b-a92e-727e1638c1ac,"['Interaction Design', 'Data Science', 'Wireframing']",Emp_130,EMP_896,2021-12-17,2024-04-11,active,https://hall.com/,Approved
PixelWare,0063764a-1711-4389-97c2-294ad3ec2785,"['Continuous Integration', 'DevOps', 'React']",Emp_131,EMP_843,2023-10-03,2024-04-26,completed,https://turner-holmes.net/,Approved
DataPulse,c7cded46-cb38-4f0d-85d6-8fb35ec6aa7a,"['Prototyping', 'Test-Driven Development', 'UI/UX Design']",Emp_131,EMP_819,2022-08-28,2024-04-14,completed,https://www.brown-saunders.biz/,Rejected
LogicLane Project Tracker,bc75d03a-fb59-471c-82c6-222714aba898,"['Containerization', 'Artificial Intelligence', 'Troubleshooting']",Emp_131,EMP_217,2021-10-06,2024-05-05,completed,http://www.randolph.info/,Approved
VortexVision Virtual Assistant,18293059-05b3-4d12-aff0-4cd62dded0ce,"['Python', 'Interaction Design', 'Node.js']",Emp_131,EMP_104,2023-01-26,2024-04-28,completed,http://www.simpson.org/,Approved
MetaMind Chatbot Builder,7f73a411-6f1d-4952-a801-ac0a1334ade8,"['JavaScript', 'Kotlin', 'Network Security']",Emp_132,EMP_858,2021-06-20,2024-04-13,active,https://www.smith.com/,Approved
PixelWorks,c8d9f953-5d71-4c92-9181-3b86ae929434,"['Kotlin', 'MongoDB', 'Test-Driven Development']",Emp_132,EMP_439,2023-10-04,2024-05-04,active,https://blevins.com/,Approved
DataForge Dashboard Creator,110a2f78-4e0b-4e17-a9a5-0d271119e4c2,"['Agile Product Management', 'Penetration Testing', 'Artificial Intelligence']",Emp_132,EMP_709,2022-12-03,2024-04-19,active,http://www.gutierrez.info/,Rejected
TechSpark,3a7bbdb6-292b-4115-8510-c9086b249bba,"['Leadership', 'Machine Learning', 'CSS']",Emp_132,EMP_499,2024-03-18,2024-05-09,active,https://watson.com/,Approved
PixelWare,fe78e1cf-82fb-4731-ab1b-ccf06cea735e,"['Product Management', 'Python', 'Data Analysis']",Emp_133,EMP_858,2020-11-12,2024-04-09,active,http://www.charles.com/,Rejected
EchoTech Task Manager,d42d4194-bc8c-41ca-ae28-f559531ad421,"['Google Cloud Platform', 'Problem Solving', 'User Stories']",Emp_133,EMP_803,2020-02-24,2024-04-11,completed,https://hicks-fields.info/,Approved
CodeCraft Web Builder,62b91034-d15d-46bc-82f9-d4e0d9c29bdc,"['Responsive Design', 'Google Cloud Platform', 'Accessibility']",Emp_133,EMP_359,2021-01-12,2024-05-06,completed,http://www.campbell.com/,Rejected
PixelWorks,1f6514db-b1af-4923-852f-2a3c7d401fe3,"['Swift', 'Collaboration', 'MySQL']",Emp_133,EMP_204,2020-06-29,2024-04-30,completed,https://aguilar-kirby.com/,Approved
VortexVision Virtual Assistant,d256b525-61a2-4f65-8219-e92e1b55eead,"['Scrum', 'Data Analysis', 'Python']",Emp_134,EMP_680,2022-07-26,2024-04-17,completed,http://www.levy.com/,Approved
CyberTech,09cdbe32-392e-4518-ae18-24ba6599f9bd,"['Requirements Analysis', 'Java', 'Scrum']",Emp_134,EMP_338,2023-01-06,2024-04-26,completed,http://robles.net/,Approved
QuickTech Remote Support,ebca50b2-86b3-41a5-bb8d-73371800c36c,"['Git', 'Troubleshooting', 'Scrum']",Emp_134,EMP_30,2023-02-25,2024-04-12,active,http://sanchez.biz/,Approved
CatalystCommerce,3bdb158e-3cd6-4d79-b8ef-f9fb81bdc456,"['MySQL', 'PHP', 'CSS']",Emp_134,EMP_523,2022-02-28,2024-04-26,active,http://chen-hansen.com/,Rejected
AgileTech,4eb29930-81a9-4901-83ec-b3d349312384,"['Technical Writing', '.NET', 'GraphQL']",Emp_135,EMP_45,2020-03-20,2024-04-14,active,http://holmes.com/,Rejected
ByteBoost,4a93ac52-375a-4cb7-a745-c17958c8ef87,"['Artificial Intelligence', 'Continuous Deployment', 'Swift']",Emp_135,EMP_258,2022-07-07,2024-04-18,active,http://www.underwood-olsen.com/,Rejected
CatalystCommerce,518ca7ba-d65e-4f4c-8db0-a7d4c9adf75a,"['Interaction Design', 'Accessibility', 'Collaboration']",Emp_135,EMP_675,2021-03-09,2024-04-26,completed,https://hurst-blanchard.net/,Rejected
FusionSoft Email Client,783f1fd3-b6a6-44e3-89d0-4912fc74870b,"['Flask', 'Responsive Design', 'Microservices']",Emp_135,EMP_87,2020-01-25,2024-04-24,completed,http://www.villegas.net/,Approved
MetaMind Chatbot Builder,07c3bd77-302b-4437-ad1a-30fa785ad7c9,"['Interaction Design', 'Azure', 'Data Science']",Emp_136,EMP_887,2020-04-09,2024-04-28,active,https://www.johnson.com/,Rejected
CyberCode Online Store,5427c42d-8c02-4c1b-b513-f5aae09727a2,"['Continuous Deployment', 'User Research', 'Communication']",Emp_136,EMP_742,2020-06-09,2024-04-17,completed,http://www.hawkins.com/,Approved
CodeCraft,640ff899-0250-417e-b6ae-e40add75be6f,"['Django', 'GraphQL', 'Data Visualization']",Emp_136,EMP_957,2022-03-01,2024-04-27,completed,https://nelson.com/,Approved
PixelWorks,2bfbd7f6-4a08-4b10-9a19-472ebd82395a,"['PostgreSQL', 'Ruby', 'MySQL']",Emp_136,EMP_189,2022-10-02,2024-05-04,completed,http://www.jackson.com/,Rejected
CodeCraft Web Builder,4a040793-e311-4ee6-8a6b-26dd53cc4e1b,"['GraphQL', 'MongoDB', 'Scrum']",Emp_137,EMP_573,2023-12-05,2024-04-25,completed,http://www.griffin-lee.com/,Approved
ByteBoost,6a832972-bc9a-470a-a268-ab49fe09ca90,"['NoSQL', 'Angular', 'Node.js']",Emp_137,EMP_821,2022-10-30,2024-04-29,active,http://www.fernandez-lozano.com/,Rejected
DataForge Dashboard Creator,40320891-36f5-4ee0-9555-17897ed55790,"['Technical Writing', 'Data Science', 'MongoDB']",Emp_137,EMP_446,2023-11-12,2024-04-15,completed,http://www.adkins.com/,Rejected
SwiftCode,015b81c7-b97b-4037-b970-ee24288f9a04,"['Vue.js', 'Docker', 'Documentation']",Emp_137,EMP_469,2022-03-02,2024-05-02,completed,https://mcconnell-mcdaniel.org/,Rejected
DataPulse,0f5cbf41-00d6-4a70-ab97-f55a199b3edd,"['SQL', 'Node.js', 'Ruby']",Emp_138,EMP_695,2021-04-27,2024-05-07,completed,http://ramsey-harrington.net/,Approved
NexGen Mobile Scheduler,a030c7cc-9bb5-439f-8ec4-52e45b513c69,"['Artificial Intelligence', 'Leadership', 'Wireframing']",Emp_138,EMP_313,2020-01-30,2024-05-06,active,http://www.morales.com/,Approved
DataForge Dashboard Creator,159f81d9-082d-4086-af0f-de1ea588f312,"['AWS', 'Vue.js', 'Ruby']",Emp_138,EMP_683,2020-05-30,2024-04-23,completed,http://woods.com/,Rejected
ByteBoost,0d8a9cf8-ab10-4bcb-b762-f77161f576e3,"['Leadership', 'Django', 'Business Analysis']",Emp_138,EMP_244,2023-09-28,2024-04-28,completed,http://www.gill.org/,Approved
DataLink Inventory Tracker,c27dac58-0a08-48db-856e-ec2b47b53ae2,"['Statistical Analysis', 'Cryptography', 'Data Science']",Emp_139,EMP_105,2022-04-01,2024-04-28,completed,http://green.org/,Approved
InnovateSoft Budget Planner,90fc782b-6d5c-45d4-a36e-c2741d586900,"['Vue.js', 'Technical Writing', 'Git']",Emp_139,EMP_991,2023-05-01,2024-04-11,active,http://frazier.org/,Rejected
PixelWorks,e3c09881-d721-43d4-ab9c-6709815f3aec,"['Leadership', 'Git', 'Microservices']",Emp_139,EMP_709,2023-03-13,2024-04-28,completed,http://www.payne-jones.net/,Rejected
DataPulse,90e020ae-2d82-4a85-aa5b-77cd373ddcb9,"['SQL', 'Swift', 'Communication']",Emp_139,EMP_134,2020-11-17,2024-05-08,active,http://www.mosley-park.com/,Rejected
TechSprint,ba8d0f3e-df5f-4dcb-a0a4-6dab58d8a551,"['RESTful API', 'Python', 'Containerization']",Emp_140,EMP_376,2021-03-19,2024-04-09,active,https://lee.com/,Approved
DataSync,e9ce759c-2fe2-4bc1-a8f3-a72b123ee73d,"['Django', 'Java', 'Technical Writing']",Emp_140,EMP_360,2022-03-17,2024-04-19,completed,http://www.wright-sanders.com/,Approved
BlueFinity Evoke,8cb06ef5-dea9-44dc-9dd6-23d3b2788d75,"['Node.js', 'Requirements Analysis', '.NET']",Emp_140,EMP_593,2020-07-15,2024-05-04,completed,https://berry.com/,Approved
NexGen Mobile Scheduler,abe1106a-94af-4130-b962-a9b7c9ac7775,"['Penetration Testing', 'Business Analysis', 'Machine Learning']",Emp_140,EMP_215,2022-08-11,2024-05-03,active,https://www.liu.com/,Rejected
ByteForge,dd7fc427-c11f-4f3c-a3dc-9f8a8f09d710,"['Network Security', 'Continuous Deployment', 'Kotlin']",Emp_141,EMP_528,2022-07-30,2024-04-13,active,https://www.white.info/,Approved
DataBridge,5af94f38-c7cf-486e-a425-eca246c673e3,"['React', 'Objective-C', 'Vue.js']",Emp_141,EMP_556,2024-01-18,2024-04-19,completed,http://ryan.com/,Rejected
ByteBlitz Document Manager,b9a8e9aa-85d0-4d2b-a324-39fbbe11118b,"['Objective-C', 'JavaScript', 'Interaction Design']",Emp_141,EMP_65,2022-02-10,2024-04-15,completed,https://www.acosta.com/,Rejected
CyberTech,eda914ae-69fe-44b8-a1a1-4a701365c4be,"['Prototyping', 'Ruby', 'Scrum']",Emp_141,EMP_838,2024-02-25,2024-05-07,completed,https://www.richard-brown.biz/,Approved
SwiftWave,cea8c5bf-f424-452a-ba63-76eee1c52b58,"['PostgreSQL', 'Documentation', 'Scrum']",Emp_142,EMP_932,2020-04-23,2024-04-19,active,http://hall.com/,Approved
BlueFinity Evoke,728470a4-dfd7-4e1d-bc68-b43304edbc4d,"['Test-Driven Development', 'Statistical Analysis', 'User Research']",Emp_142,EMP_50,2023-01-04,2024-04-11,completed,https://frazier-jackson.net/,Approved
DataForge Dashboard Creator,b732f9e9-f355-463b-ae3f-8639f3ed96fb,"['Product Management', 'Penetration Testing', 'Accessibility']",Emp_142,EMP_988,2023-05-27,2024-04-21,completed,http://greene-reynolds.net/,Approved
PixelPulse,f016540d-fbb1-464b-9bad-e4ed74368ad4,"['Microservices', 'Prototyping', 'Kotlin']",Emp_142,EMP_477,2021-04-14,2024-05-08,active,http://www.freeman-owens.com/,Approved
SilverLinx POS System,a63415b4-6a2c-4f17-8c2d-4cbb323291df,"['DevOps', 'Kubernetes', 'AWS']",Emp_143,EMP_339,2022-08-24,2024-04-16,completed,https://www.gilbert.com/,Rejected
MetaMind Chatbot Builder,30380b90-90d6-4b06-bea5-4f312804da59,"['GraphQL', 'Flask', 'Data Visualization']",Emp_143,EMP_554,2022-01-06,2024-05-07,active,http://moore.com/,Rejected
CyberCode Online Store,d19f84ac-487e-4f9d-8a5a-63b7f2776b8e,"['Network Security', 'Django', 'Kotlin']",Emp_143,EMP_965,2022-11-14,2024-04-21,active,https://www.daniels.com/,Rejected
ByteBoost,a32e858e-0809-4027-acb3-b16698c710f2,"['DevOps', 'Git', 'MongoDB']",Emp_143,EMP_707,2020-08-30,2024-04-24,completed,http://dyer-orr.biz/,Rejected
ByteForge,870569ed-bb1c-4804-a149-326f9bc5fc45,"['Java', 'Agile Product Management', 'Interaction Design']",Emp_144,EMP_61,2023-08-22,2024-05-02,completed,https://www.smith.com/,Approved
NexGen Mobile Scheduler,87fb2040-a234-40ca-a467-026a23cb5a4e,"['Collaboration', 'DevOps', 'Cryptography']",Emp_144,EMP_999,2023-12-04,2024-04-18,active,https://www.garcia-bishop.info/,Rejected
AgileWare,4dd58335-66dd-4f35-a1b8-5e9a4162279e,"['Technical Writing', 'UI/UX Design', 'Business Analysis']",Emp_144,EMP_572,2021-10-05,2024-05-04,completed,http://www.schneider.info/,Approved
TechNova Backup Solution,00fe42cb-58ed-4f81-8145-e09d3e39bfa4,"['DevOps', 'Troubleshooting', 'Behavior-Driven Development']",Emp_144,EMP_170,2023-10-13,2024-05-08,completed,http://www.rose.info/,Approved
InnovatePro,199d1e32-22c9-4879-b301-ae61b7ef3096,"['Requirements Analysis', 'Responsive Design', 'Containerization']",Emp_145,EMP_252,2021-05-24,2024-04-25,active,http://www.nelson-green.com/,Rejected
FusionSoft Email Client,42a5b10f-fdc9-4d26-a3b4-e5bca88d104b,"['Data Analysis', 'UI/UX Design', 'GraphQL']",Emp_145,EMP_371,2021-08-11,2024-04-11,completed,https://keith.com/,Approved
